id;SoldToNumber;SoldToName;ShipToNumber;ShipToName;ShipToCity;ShipToCountry;Product;SellerNumber;SellerName;CMSCNumber;CMSCName
1032;1004202;ALZO INC;2136208;Alzo International;Sayreville;USA;1,3-Butylene Glycol;60141;Jacqueline Threadgill;100113;Rebecca Stokes
1033;1004202;ALZO INC;2136208;Alzo International;Sayreville;USA;Heptanoic Acid;60141;Jacqueline Threadgill;100113;Rebecca Stokes
1034;1004202;ALZO INC;2136208;Alzo International;Sayreville;USA;Pelargonic Acid;60141;Jacqueline Threadgill;100113;Rebecca Stokes
1035;1004202;ALZO INC;2136208;Alzo International;Sayreville;USA;Isononanoic Acid;60141;Jacqueline Threadgill;100113;Rebecca Stokes
1036;1004207;Hexion Inc.;2134815;Hexion Inc.;Louisville;USA;2 Ethylhexanal;60141;Jacqueline Threadgill;100979;Christian Biegierz
1037;1004207;Hexion Inc.;2134815;Hexion Inc.;Louisville;USA;Oxsoft DOA;60141;Jacqueline Threadgill;100113;Rebecca Stokes
1038;1004208;AFTON CHEMICAL CORPORATION;2055731;Afton Chemical Corporation;Sauget;USA;I-Butanol;60137;Bill Parker;100038;Sarah L. Sanchez
1039;1004208;AFTON CHEMICAL CORPORATION;2055731;Afton Chemical Corporation;Sauget;USA;N-Propanol;60137;Bill Parker;100038;Sarah L. Sanchez
1040;1004208;AFTON CHEMICAL CORPORATION;2055731;Afton Chemical Corporation;Sauget;USA;Octylamine;60137;Bill Parker;100038;Sarah L. Sanchez
1041;1004208;AFTON CHEMICAL CORPORATION;2072318;South Coast Terminals;Houston;USA;Nonanal;60137;Bill Parker;100038;Sarah L. Sanchez
1042;1004208;AFTON CHEMICAL CORPORATION;2132191;COMPLEX CHEMICALS CO., INC.;TALLULAH;USA;Nonanal;60137;Bill Parker;100038;Sarah L. Sanchez
1043;1004208;AFTON CHEMICAL CORPORATION;2137383;Afton Chemical/Ethyl Corporation;Pasadena;USA;Dibutylamine;60137;Bill Parker;100038;Sarah L. Sanchez
1044;1004211;Univar USA Inc.;2003922;Univar USA Inc.;Bunola;USA;Pelargonic Acid;60139;Tim Rickert;100070;Randal Hunter
1045;1004211;Univar USA Inc.;2004421;Univar USA Inc.;Geismar;USA;1,3-Butylene Glycol;60148;Tim Knight;100070;Randal Hunter
1046;1004211;Univar USA Inc.;2004422;Univar USA Inc.;Norcross;USA;N-Butanol;60137;Bill Parker;100070;Randal Hunter
1047;1004211;Univar USA Inc.;2004433;Univar USA Inc.;Portland;USA;TCD Alcohol;60148;Tim Knight;100070;Randal Hunter
1048;1004211;Univar USA Inc.;2004433;Univar USA Inc.;Portland;USA;2-Ethylhexanoic Acid;60148;Tim Knight;100070;Randal Hunter
1049;1004211;Univar USA Inc.;2004436;Univar USA Inc.;Bedford Park;USA;1,3-Butylene Glycol;60148;Tim Knight;100070;Randal Hunter
1050;1004211;Univar USA Inc.;2004436;Univar USA Inc.;Bedford Park;USA;Isononanoic Acid;60148;Tim Knight;100070;Randal Hunter
1051;1004211;Univar USA Inc.;2004439;Univar USA Inc.;Twinsburg;USA;Isononanoic Acid;60141;Jacqueline Threadgill;100070;Randal Hunter
1052;1004211;Univar USA Inc.;2005009;Univar USA Inc.;Morrisville;USA;1,3-Butylene Glycol;60141;Jacqueline Threadgill;100070;Randal Hunter
1053;1004211;Univar USA Inc.;2005009;Univar USA Inc.;Morrisville;USA;Isononanoic Acid;60141;Jacqueline Threadgill;100070;Randal Hunter
1054;1004211;Univar USA Inc.;2005459;Univar USA Inc.;City of Commerce;USA;1,3-Butylene Glycol;60148;Tim Knight;100070;Randal Hunter
1055;1004211;Univar USA Inc.;2005839;Univar USA Inc.;Cincinnati;USA;Pelargonic Acid;60141;Jacqueline Threadgill;100070;Randal Hunter
1056;1004211;Univar USA Inc.;2131819;Univar USA Inc.;Spokane;USA;1,3-Butylene Glycol;60148;Tim Knight;100070;Randal Hunter
1057;1004211;Univar USA Inc.;2132521;Univar USA Inc.;Dallas;USA;1,3-Butylene Glycol;60148;Tim Knight;100070;Randal Hunter
1058;1004211;Univar USA Inc.;2132647;Univar USA Inc.;Tonawanda;USA;TMP;60141;Jacqueline Threadgill;100070;Randal Hunter
1059;1004211;Univar USA Inc.;2135573;Univar USA Inc.;Phoenix;USA;Isononanoic Acid;60148;Tim Knight;100070;Randal Hunter
1060;1004211;Univar USA Inc.;2135664;Univar USA Inc.;Louisville;USA;Isononanoic Acid;60137;Bill Parker;100070;Randal Hunter
1061;1004211;Univar USA Inc.;2136837;Univar USA Inc.;Salt Lake City;USA;1,3-Butylene Glycol;60141;Jacqueline Threadgill;100070;Randal Hunter
1062;1004211;Univar USA Inc.;2137014;Univar USA Inc.;Berkeley;USA;TMP;60148;Tim Knight;100070;Randal Hunter
1063;1004211;Univar USA Inc.;2137071;Univar USA;Tulsa;USA;TMP;60148;Tim Knight;100070;Randal Hunter
1064;1004211;Univar USA Inc.;2137416;Univar USA;Tampa;USA;1,3-Butylene Glycol;60137;Bill Parker;100070;Randal Hunter
1065;1004211;Univar USA Inc.;2137710;Univar USA, Inc.;Fresno;USA;Pelargonic Acid;60148;Tim Knight;100070;Randal Hunter
1066;1004212;Pride Solvents and Chemicals;2004890;Pride Solvents and Chemicals;AVENEL;USA;1,3-Butylene Glycol;60141;Jacqueline Threadgill;100070;Randal Hunter
1067;1004212;Pride Solvents and Chemicals;2004890;Pride Solvents and Chemicals;AVENEL;USA;N-Butanol;60141;Jacqueline Threadgill;100070;Randal Hunter
1068;1004212;Pride Solvents and Chemicals;2004890;Pride Solvents and Chemicals;AVENEL;USA;I-Butanol;60141;Jacqueline Threadgill;100070;Randal Hunter
1069;1004212;Pride Solvents and Chemicals;2004890;Pride Solvents and Chemicals;AVENEL;USA;N-Propanol;60141;Jacqueline Threadgill;100070;Randal Hunter
1070;1004212;Pride Solvents and Chemicals;2004890;Pride Solvents and Chemicals;AVENEL;USA;N-Propyl Acetate;60141;Jacqueline Threadgill;100070;Randal Hunter
1071;1004212;Pride Solvents and Chemicals;2004890;Pride Solvents and Chemicals;AVENEL;USA;N-Butyl Acetate;60141;Jacqueline Threadgill;100070;Randal Hunter
1072;1004212;Pride Solvents and Chemicals;2004890;Pride Solvents and Chemicals;AVENEL;USA;I-Butyl Acetate;60141;Jacqueline Threadgill;100070;Randal Hunter
1073;1004212;Pride Solvents and Chemicals;2004890;Pride Solvents and Chemicals;AVENEL;USA;TCD Alcohol;60141;Jacqueline Threadgill;100070;Randal Hunter
1074;1004212;Pride Solvents and Chemicals;2004890;Pride Solvents and Chemicals;AVENEL;USA;Isononanoic Acid;60141;Jacqueline Threadgill;100070;Randal Hunter
1075;1004212;Pride Solvents and Chemicals;2004890;Pride Solvents and Chemicals;AVENEL;USA;N,N-Dimethylbutylami;60141;Jacqueline Threadgill;100070;Randal Hunter
1076;1004212;Pride Solvents and Chemicals;2134783;PRIDE SOLVENTS;ELIZABETH;USA;N-Propanol;60141;Jacqueline Threadgill;100070;Randal Hunter
1077;1004212;Pride Solvents and Chemicals;2136212;Pride Solvents and Chemicals;Holtsville;USA;N-Butanol;60141;Jacqueline Threadgill;100070;Randal Hunter
1078;1004212;Pride Solvents and Chemicals;2136212;Pride Solvents and Chemicals;Holtsville;USA;I-Butanol;60141;Jacqueline Threadgill;100070;Randal Hunter
1079;1004212;Pride Solvents and Chemicals;2136212;Pride Solvents and Chemicals;Holtsville;USA;N-Propanol;60141;Jacqueline Threadgill;100070;Randal Hunter
1080;1004212;Pride Solvents and Chemicals;2136212;Pride Solvents and Chemicals;Holtsville;USA;N-Propyl Acetate;60141;Jacqueline Threadgill;100070;Randal Hunter
1081;1004212;Pride Solvents and Chemicals;2136212;Pride Solvents and Chemicals;Holtsville;USA;N-Butyl Acetate;60141;Jacqueline Threadgill;100070;Randal Hunter
1082;1004212;Pride Solvents and Chemicals;2136212;Pride Solvents and Chemicals;Holtsville;USA;I-Butyl Acetate;60141;Jacqueline Threadgill;100070;Randal Hunter
1083;1004213;PENTA INTERNATIONAL CORP;2136213;Penta International Corporation;Livingston;USA;Isononanal;60141;Jacqueline Threadgill;100113;Rebecca Stokes
1084;1004213;PENTA INTERNATIONAL CORP;2136213;Penta International Corporation;Livingston;USA;TCD Alcohol;60141;Jacqueline Threadgill;100113;Rebecca Stokes
1085;1004213;PENTA INTERNATIONAL CORP;2136213;Penta International Corporation;Livingston;USA;Pelargonic Acid;60141;Jacqueline Threadgill;100113;Rebecca Stokes
1086;1004216;CRODA, INC.;2004359;CRODA INC;MILL HALL;USA;2-Ethylhexanoic Acid;60141;Jacqueline Threadgill;100113;Rebecca Stokes
1087;1004216;CRODA, INC.;2004862;Croda INC;New Castle;USA;Pelargonic Acid;60141;Jacqueline Threadgill;100113;Rebecca Stokes
1088;1004216;CRODA, INC.;2004862;Croda INC;New Castle;USA;Isononanoic Acid;60141;Jacqueline Threadgill;100113;Rebecca Stokes
1089;1004216;CRODA, INC.;2004862;Croda INC;New Castle;USA;n-Nonanol;60005;Andrew Lawson;100979;Christian Biegierz
1090;1004216;CRODA, INC.;2004862;Croda INC;New Castle;USA;C13/C15 Amine;60005;Andrew Lawson;100979;Christian Biegierz
1091;1004221;BP Lubricants USA, Inc.;2056292;BP Lubricants USA, Inc.;Warminster;USA;Isononanoic Acid;60148;Tim Knight;100103;Rachel Puente
1092;1004236;Brenntag Northeast, LLC;2004559;Brenntag Northeast, LLC;LEESPORT;USA;N-Propanol;60141;Jacqueline Threadgill;100070;Randal Hunter
1093;1004236;Brenntag Northeast, LLC;2004559;Brenntag Northeast, LLC;LEESPORT;USA;N-Propyl Acetate;60141;Jacqueline Threadgill;100070;Randal Hunter
1094;1004236;Brenntag Northeast, LLC;2132865;Brenntag Northeast, LLC;Allston;USA;N-Butyl Acetate;60141;Jacqueline Threadgill;100070;Randal Hunter
1095;1004236;Brenntag Northeast, LLC;2136202;Brenntag Northeast, LLC;Reading;USA;TMP;60141;Jacqueline Threadgill;100070;Randal Hunter
1096;1004236;Brenntag Northeast, LLC;2136202;Brenntag Northeast, LLC;Reading;USA;1,3-Butylene Glycol;60141;Jacqueline Threadgill;100070;Randal Hunter
1097;1004236;Brenntag Northeast, LLC;2136202;Brenntag Northeast, LLC;Reading;USA;N-Butanol;60141;Jacqueline Threadgill;100070;Randal Hunter
1098;1004236;Brenntag Northeast, LLC;2136202;Brenntag Northeast, LLC;Reading;USA;I-Butanol;60141;Jacqueline Threadgill;100070;Randal Hunter
1099;1004236;Brenntag Northeast, LLC;2136202;Brenntag Northeast, LLC;Reading;USA;N-Propyl Acetate;60141;Jacqueline Threadgill;100070;Randal Hunter
1100;1004236;Brenntag Northeast, LLC;2136202;Brenntag Northeast, LLC;Reading;USA;N-Butyl Acetate;60141;Jacqueline Threadgill;100070;Randal Hunter
1101;1004236;Brenntag Northeast, LLC;2136202;Brenntag Northeast, LLC;Reading;USA;I-Butyl Acetate;60141;Jacqueline Threadgill;100070;Randal Hunter
1102;1004236;Brenntag Northeast, LLC;2136202;Brenntag Northeast, LLC;Reading;USA;Heptanoic Acid;60141;Jacqueline Threadgill;100070;Randal Hunter
1103;1004236;Brenntag Northeast, LLC;2136202;Brenntag Northeast, LLC;Reading;USA;Pelargonic Acid;60141;Jacqueline Threadgill;100070;Randal Hunter
1104;1004236;Brenntag Northeast, LLC;2136202;Brenntag Northeast, LLC;Reading;USA;2-Ethylhexanoic Acid;60141;Jacqueline Threadgill;100070;Randal Hunter
1105;1004236;Brenntag Northeast, LLC;2136202;Brenntag Northeast, LLC;Reading;USA;Isononanoic Acid;60141;Jacqueline Threadgill;100070;Randal Hunter
1106;1004236;Brenntag Northeast, LLC;2136202;Brenntag Northeast, LLC;Reading;USA;n-Nonanol;60141;Jacqueline Threadgill;100070;Randal Hunter
1107;1004236;Brenntag Northeast, LLC;2136202;Brenntag Northeast, LLC;Reading;USA;2-Ethylhexylamine;60141;Jacqueline Threadgill;100070;Randal Hunter
1108;1004236;Brenntag Northeast, LLC;2136202;Brenntag Northeast, LLC;Reading;USA;Isononylamine;60141;Jacqueline Threadgill;100070;Randal Hunter
1109;1004236;Brenntag Northeast, LLC;2137746;Brenntag Northeast, LLC;Oakmont;USA;TMP;60141;Jacqueline Threadgill;100070;Randal Hunter
1110;1004236;Brenntag Northeast, LLC;2137746;Brenntag Northeast, LLC;Oakmont;USA;1,3-Butylene Glycol;60141;Jacqueline Threadgill;100070;Randal Hunter
1111;1004288;SUN POLYMERS INTERNATIONAL INC;2136211;Sun Polymers International Inc.;Mooresville;USA;TMP;60164;Caleb Johnson;100113;Rebecca Stokes
1112;1004288;SUN POLYMERS INTERNATIONAL INC;2136211;Sun Polymers International Inc.;Mooresville;USA;Neopentyl Glycol;60164;Caleb Johnson;100113;Rebecca Stokes
1113;1004552;Lanxess Corporation;2131750;Lanxess Corporation;Greensboro;USA;1,3-Butylene Glycol;60139;Tim Rickert;100103;Rachel Puente
1114;1004552;Lanxess Corporation;2131750;Lanxess Corporation;Greensboro;USA;Neopentyl Glycol;60139;Tim Rickert;100103;Rachel Puente
1115;1004552;Lanxess Corporation;2136205;Lanxess Corporation;Pittsburgh;USA;TMP;60139;Tim Rickert;100103;Rachel Puente
1116;1004552;Lanxess Corporation;2137921;Lanxess Corporation;Charleston;USA;TMP;60139;Tim Rickert;100103;Rachel Puente
1117;1004625;Brenntag Great Lakes, LLC;2004601;Brenntag Great Lakes, LLC;Chicago;USA;TMP;60148;Tim Knight;100070;Randal Hunter
1118;1004625;Brenntag Great Lakes, LLC;2004601;Brenntag Great Lakes, LLC;Chicago;USA;1,3-Butylene Glycol;60148;Tim Knight;100070;Randal Hunter
1119;1004625;Brenntag Great Lakes, LLC;2004601;Brenntag Great Lakes, LLC;Chicago;USA;I-Butyl Acetate;60148;Tim Knight;100070;Randal Hunter
1120;1004625;Brenntag Great Lakes, LLC;2004601;Brenntag Great Lakes, LLC;Chicago;USA;Isovaleraldehyde;60148;Tim Knight;100070;Randal Hunter
1121;1004625;Brenntag Great Lakes, LLC;2004601;Brenntag Great Lakes, LLC;Chicago;USA;Heptanoic Acid;60148;Tim Knight;100070;Randal Hunter
1122;1004625;Brenntag Great Lakes, LLC;2004601;Brenntag Great Lakes, LLC;Chicago;USA;Pelargonic Acid;60148;Tim Knight;100070;Randal Hunter
1123;1004625;Brenntag Great Lakes, LLC;2004601;Brenntag Great Lakes, LLC;Chicago;USA;2-Ethylhexanoic Acid;60148;Tim Knight;100070;Randal Hunter
1124;1004625;Brenntag Great Lakes, LLC;2004601;Brenntag Great Lakes, LLC;Chicago;USA;Isononanoic Acid;60148;Tim Knight;100070;Randal Hunter
1125;1004625;Brenntag Great Lakes, LLC;2004601;Brenntag Great Lakes, LLC;Chicago;USA;Isovaleric Acid;60148;Tim Knight;100070;Randal Hunter
1126;1004625;Brenntag Great Lakes, LLC;2004601;Brenntag Great Lakes, LLC;Chicago;USA;Octylamine;60148;Tim Knight;100070;Randal Hunter
1127;1004625;Brenntag Great Lakes, LLC;2005464;BRENNTAG GREAT LAKES, LLC;BUTLER;USA;TMP;60148;Tim Knight;100070;Randal Hunter
1128;1004625;Brenntag Great Lakes, LLC;2005464;BRENNTAG GREAT LAKES, LLC;BUTLER;USA;N-Propanol;60148;Tim Knight;100070;Randal Hunter
1129;1004625;Brenntag Great Lakes, LLC;2005464;BRENNTAG GREAT LAKES, LLC;BUTLER;USA;N-Propyl Acetate;60148;Tim Knight;100070;Randal Hunter
1130;1004625;Brenntag Great Lakes, LLC;2005464;BRENNTAG GREAT LAKES, LLC;BUTLER;USA;N-Butyl Acetate;60148;Tim Knight;100070;Randal Hunter
1131;1004625;Brenntag Great Lakes, LLC;2005464;BRENNTAG GREAT LAKES, LLC;BUTLER;USA;2-Ethylhexanoic Acid;60148;Tim Knight;100070;Randal Hunter
1132;1004625;Brenntag Great Lakes, LLC;2005464;BRENNTAG GREAT LAKES, LLC;BUTLER;USA;Isononanoic Acid;60148;Tim Knight;100070;Randal Hunter
1133;1004625;Brenntag Great Lakes, LLC;2005567;Brenntag Great Lakes, LLC;Saint Paul;USA;TMP;60148;Tim Knight;100070;Randal Hunter
1134;1004625;Brenntag Great Lakes, LLC;2005567;Brenntag Great Lakes, LLC;Saint Paul;USA;Neopentyl Glycol;60148;Tim Knight;100070;Randal Hunter
1135;1004625;Brenntag Great Lakes, LLC;2005567;Brenntag Great Lakes, LLC;Saint Paul;USA;N-Propanol;60148;Tim Knight;100070;Randal Hunter
1136;1004625;Brenntag Great Lakes, LLC;2005567;Brenntag Great Lakes, LLC;Saint Paul;USA;N-Propyl Acetate;60148;Tim Knight;100070;Randal Hunter
1137;1004625;Brenntag Great Lakes, LLC;2005567;Brenntag Great Lakes, LLC;Saint Paul;USA;N-Butyl Acetate;60148;Tim Knight;100070;Randal Hunter
1138;1004625;Brenntag Great Lakes, LLC;2005567;Brenntag Great Lakes, LLC;Saint Paul;USA;I-Butyl Acetate;60148;Tim Knight;100070;Randal Hunter
1139;1004625;Brenntag Great Lakes, LLC;2005567;Brenntag Great Lakes, LLC;Saint Paul;USA;Pelargonic Acid;60148;Tim Knight;100070;Randal Hunter
1140;1004625;Brenntag Great Lakes, LLC;2005567;Brenntag Great Lakes, LLC;Saint Paul;USA;Isononanoic Acid;60148;Tim Knight;100070;Randal Hunter
1141;1004625;Brenntag Great Lakes, LLC;2134977;Brenntag Great Lakes, LLC;Wauwatosa;USA;Isononanal;60148;Tim Knight;100070;Randal Hunter
1142;1004625;Brenntag Great Lakes, LLC;2134977;Brenntag Great Lakes, LLC;Wauwatosa;USA;2-Ethylhexylamine;60148;Tim Knight;100070;Randal Hunter
1143;1004625;Brenntag Great Lakes, LLC;2136206;Brenntag Great Lakes, LLC;Menomonee Falls;USA;N-Butanol;60148;Tim Knight;100070;Randal Hunter
1144;1004625;Brenntag Great Lakes, LLC;2136206;Brenntag Great Lakes, LLC;Menomonee Falls;USA;I-Butanol;60148;Tim Knight;100070;Randal Hunter
1145;1004625;Brenntag Great Lakes, LLC;2136206;Brenntag Great Lakes, LLC;Menomonee Falls;USA;N-Propanol;60148;Tim Knight;100070;Randal Hunter
1146;1004625;Brenntag Great Lakes, LLC;2136206;Brenntag Great Lakes, LLC;Menomonee Falls;USA;N-Propyl Acetate;60148;Tim Knight;100070;Randal Hunter
1147;1004625;Brenntag Great Lakes, LLC;2136206;Brenntag Great Lakes, LLC;Menomonee Falls;USA;N-Butyl Acetate;60148;Tim Knight;100070;Randal Hunter
1148;1004625;Brenntag Great Lakes, LLC;2136206;Brenntag Great Lakes, LLC;Menomonee Falls;USA;2-Ethylhexanoic Acid;60148;Tim Knight;100070;Randal Hunter
1149;1004625;Brenntag Great Lakes, LLC;2136321;Brenntag Great Lakes LLC;Romulus;USA;TMP;60148;Tim Knight;100070;Randal Hunter
1150;1004625;Brenntag Great Lakes, LLC;2136321;Brenntag Great Lakes LLC;Romulus;USA;3G8;60148;Tim Knight;100070;Randal Hunter
1151;1004796;POLYMER CHEMISTRY INNOVATIONS, INC.;2005653;Polymer Chemistry Innovations, Inc.;Alvin;USA;1,3-Butylene Glycol;60148;Tim Knight;100113;Rebecca Stokes
1152;1004797;ACCRON, L.P.;2134701;ACCRON, L.P.;CONROE;USA;1,3-Butylene Glycol;60141;Jacqueline Threadgill;100113;Rebecca Stokes
1153;1004815;Nova Molecular Technologies, Inc.;2005700;Nova Molecular Technologies, Inc.;Pasadena;USA;N-Butyraldehyde;60137;Bill Parker;100038;Sarah L. Sanchez
1154;1004815;Nova Molecular Technologies, Inc.;2005700;Nova Molecular Technologies, Inc.;Pasadena;USA;Dibutylamine;60137;Bill Parker;100038;Sarah L. Sanchez
1155;1004815;Nova Molecular Technologies, Inc.;2005700;Nova Molecular Technologies, Inc.;Pasadena;USA;Butylamine;60137;Bill Parker;100038;Sarah L. Sanchez
1156;1005026;OXIQUIMICA, SAPI DE CV;2131940;OXIQUIMICA, SAPI DE CV;San Martin Texmelucan, Puebla;Mexico;Isobutyric Acid;60141;Jacqueline Threadgill;100999;Jesica Analía Gómez
1157;1005026;OXIQUIMICA, SAPI DE CV;2131940;OXIQUIMICA, SAPI DE CV;San Martin Texmelucan, Puebla;Mexico;Isovaleric Acid;60141;Jacqueline Threadgill;100999;Jesica Analía Gómez
1158;1005026;OXIQUIMICA, SAPI DE CV;2131940;OXIQUIMICA, SAPI DE CV;San Martin Texmelucan, Puebla;Mexico;Valeric Acid;60141;Jacqueline Threadgill;100999;Jesica Analía Gómez
1159;1005026;OXIQUIMICA, SAPI DE CV;2131940;OXIQUIMICA, SAPI DE CV;San Martin Texmelucan, Puebla;Mexico;Butyric Acid;60141;Jacqueline Threadgill;100982;Noemi Vazquez Moreno
1160;1005026;OXIQUIMICA, SAPI DE CV;2131940;OXIQUIMICA, SAPI DE CV;San Martin Texmelucan, Puebla;Mexico;Butyric Acid;60141;Jacqueline Threadgill;100999;Jesica Analía Gómez
1161;1005026;OXIQUIMICA, SAPI DE CV;2131940;OXIQUIMICA, SAPI DE CV;San Martin Texmelucan, Puebla;Mexico;2-Methybutyric Acid;60141;Jacqueline Threadgill;100999;Jesica Analía Gómez
1162;1005036;PERUQUIMICOS SAC;2005977;PERUQUIMICOS SAC;Lima;Peru;I-Butanol;60186;Pablo Ortiz;101014;Nelcy Dettmann
1163;1005036;PERUQUIMICOS SAC;2005977;PERUQUIMICOS SAC;Lima;Peru;N-Propanol;60186;Pablo Ortiz;101014;Nelcy Dettmann
1164;1005037;Brenntag Southwest, Inc.;2004236;BRENNTAG SOUTHWEST, INC.;SAND SPRINGS;USA;TMP;60148;Tim Knight;100070;Randal Hunter
1165;1005037;Brenntag Southwest, Inc.;2004236;BRENNTAG SOUTHWEST, INC.;SAND SPRINGS;USA;N-Butanol;60148;Tim Knight;100070;Randal Hunter
1166;1005037;Brenntag Southwest, Inc.;2004236;BRENNTAG SOUTHWEST, INC.;SAND SPRINGS;USA;N-Propanol;60148;Tim Knight;100070;Randal Hunter
1167;1005037;Brenntag Southwest, Inc.;2004236;BRENNTAG SOUTHWEST, INC.;SAND SPRINGS;USA;2-Ethyl Hexanol;60148;Tim Knight;100070;Randal Hunter
1168;1005037;Brenntag Southwest, Inc.;2004236;BRENNTAG SOUTHWEST, INC.;SAND SPRINGS;USA;N-Propyl Acetate;60148;Tim Knight;100070;Randal Hunter
1169;1005037;Brenntag Southwest, Inc.;2004662;BRENNTAG SOUTHWEST, INC.;LANCASTER;USA;1,3-Butylene Glycol;60148;Tim Knight;100070;Randal Hunter
1170;1005037;Brenntag Southwest, Inc.;2004662;BRENNTAG SOUTHWEST, INC.;LANCASTER;USA;N-Butanol;60148;Tim Knight;100070;Randal Hunter
1171;1005037;Brenntag Southwest, Inc.;2004662;BRENNTAG SOUTHWEST, INC.;LANCASTER;USA;I-Butanol;60148;Tim Knight;100070;Randal Hunter
1172;1005037;Brenntag Southwest, Inc.;2004662;BRENNTAG SOUTHWEST, INC.;LANCASTER;USA;N-Propanol;60148;Tim Knight;100070;Randal Hunter
1173;1005037;Brenntag Southwest, Inc.;2004662;BRENNTAG SOUTHWEST, INC.;LANCASTER;USA;N-Propyl Acetate;60148;Tim Knight;100070;Randal Hunter
1174;1005037;Brenntag Southwest, Inc.;2004662;BRENNTAG SOUTHWEST, INC.;LANCASTER;USA;N-Butyl Acetate;60148;Tim Knight;100070;Randal Hunter
1175;1005037;Brenntag Southwest, Inc.;2004662;BRENNTAG SOUTHWEST, INC.;LANCASTER;USA;I-Butyl Acetate;60148;Tim Knight;100070;Randal Hunter
1176;1005037;Brenntag Southwest, Inc.;2004662;BRENNTAG SOUTHWEST, INC.;LANCASTER;USA;Pelargonic Acid;60148;Tim Knight;100070;Randal Hunter
1177;1005037;Brenntag Southwest, Inc.;2004665;Brenntag Southwest, Inc.;Houston;USA;TMP;60148;Tim Knight;100070;Randal Hunter
1178;1005037;Brenntag Southwest, Inc.;2004665;Brenntag Southwest, Inc.;Houston;USA;N-Butyraldehyde;60148;Tim Knight;100070;Randal Hunter
1179;1005037;Brenntag Southwest, Inc.;2004665;Brenntag Southwest, Inc.;Houston;USA;N-Butyl Acetate;60148;Tim Knight;100070;Randal Hunter
1180;1005037;Brenntag Southwest, Inc.;2004665;Brenntag Southwest, Inc.;Houston;USA;Nonanal;60148;Tim Knight;100070;Randal Hunter
1181;1005037;Brenntag Southwest, Inc.;2004665;Brenntag Southwest, Inc.;Houston;USA;2-Ethylhexanoic Acid;60148;Tim Knight;100070;Randal Hunter
1182;1005037;Brenntag Southwest, Inc.;2004665;Brenntag Southwest, Inc.;Houston;USA;Dibutylamine;60148;Tim Knight;100070;Randal Hunter
1183;1005037;Brenntag Southwest, Inc.;2136214;Brenntag Southwest, Inc.;Longview;USA;N-Butanol;60148;Tim Knight;100070;Randal Hunter
1184;1005037;Brenntag Southwest, Inc.;2136214;Brenntag Southwest, Inc.;Longview;USA;N-Propanol;60148;Tim Knight;100070;Randal Hunter
1185;1005037;Brenntag Southwest, Inc.;2136214;Brenntag Southwest, Inc.;Longview;USA;N-Propyl Acetate;60148;Tim Knight;100070;Randal Hunter
1186;1040856;IMCD Brasil Comercio e;2000359;IMCD Brasil Comercio e;Bairro Piraporinha, Diadema;Brazil;N-Butyl Acetate;60066;Rodrigo Valente;101059;Laura Couto Junqueira
1187;1040856;IMCD Brasil Comercio e;2134086;IMCD Brasil Comercio e Industria de;370 Diadema;Brazil;2-Ethyl Hexanol;60066;Rodrigo Valente;100999;Jesica Analía Gómez
1188;1041504;Sayer Lack Mexicana S.A. de C.V.;2004011;Sayer Lack Mexicana S.A. de C.V.;APASEO EL ALTO, GUANAJUATO;Mexico;TMP;60186;Pablo Ortiz;100982;Noemi Vazquez Moreno
1189;1041504;Sayer Lack Mexicana S.A. de C.V.;2004011;Sayer Lack Mexicana S.A. de C.V.;APASEO EL ALTO, GUANAJUATO;Mexico;N-Butanol;60186;Pablo Ortiz;100982;Noemi Vazquez Moreno
1190;1041504;Sayer Lack Mexicana S.A. de C.V.;2004011;Sayer Lack Mexicana S.A. de C.V.;APASEO EL ALTO, GUANAJUATO;Mexico;N-Butyl Acetate;60186;Pablo Ortiz;100982;Noemi Vazquez Moreno
1191;1041504;Sayer Lack Mexicana S.A. de C.V.;2004011;Sayer Lack Mexicana S.A. de C.V.;APASEO EL ALTO, GUANAJUATO;Mexico;I-Butyl Acetate;60186;Pablo Ortiz;100982;Noemi Vazquez Moreno
1192;1041504;Sayer Lack Mexicana S.A. de C.V.;2051784;SAYER LACK MEXICANA S A DE C V;TLALNEPANTLA;Mexico;N-Butyl Acetate;60186;Pablo Ortiz;100982;Noemi Vazquez Moreno
1193;1041504;Sayer Lack Mexicana S.A. de C.V.;2051784;SAYER LACK MEXICANA S A DE C V;TLALNEPANTLA;Mexico;I-Butyl Acetate;60186;Pablo Ortiz;100982;Noemi Vazquez Moreno
1194;1041504;Sayer Lack Mexicana S.A. de C.V.;2130515;PLANTA MONSAYER MEXICO;TLALNEPANTLA;Mexico;TMP;60186;Pablo Ortiz;100982;Noemi Vazquez Moreno
1195;1041504;Sayer Lack Mexicana S.A. de C.V.;2130515;PLANTA MONSAYER MEXICO;TLALNEPANTLA;Mexico;1,3-Butylene Glycol;60186;Pablo Ortiz;100982;Noemi Vazquez Moreno
1196;1041504;Sayer Lack Mexicana S.A. de C.V.;2130515;PLANTA MONSAYER MEXICO;TLALNEPANTLA;Mexico;N-Butyl Acetate;60186;Pablo Ortiz;100982;Noemi Vazquez Moreno
1197;1041504;Sayer Lack Mexicana S.A. de C.V.;2130515;PLANTA MONSAYER MEXICO;TLALNEPANTLA;Mexico;I-Butyl Acetate;60186;Pablo Ortiz;100982;Noemi Vazquez Moreno
