id;SoldToNumber;SoldToName;ShipToNumber;ShipToName;ShipToCity;ShipToCountry;Product;SellerNumber;SellerName;CMSCNumber;CMSCName
973;1002919;ANDOH PARACHEMIE CO., LTD.;2136403;ANDS CORPORATION NARA PLANT;Katsuragi-city, NARA;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
974;1002919;ANDOH PARACHEMIE CO., LTD.;2136516;NIPPON EXPRESS CO., LTD.;Kanzaki-gun, Hyogo;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
975;1002919;ANDOH PARACHEMIE CO., LTD.;2136547;ROHTO Pharmaceutical Co.,Ltd Ueno p;Iga-shi, Mie;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
976;1002919;ANDOH PARACHEMIE CO., LTD.;2136642;Milott Cosmetic Corporation;Yokohama-shi, Kanagawa;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
977;1002919;ANDOH PARACHEMIE CO., LTD.;2136657;Noevir Co.,Ltd.;Higashiomi-shi, Shiga;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
978;1002919;ANDOH PARACHEMIE CO., LTD.;2136693;Sanshokaken Co.,Ltd.;Sumiyoshi-ku, Osaka;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
979;1002919;ANDOH PARACHEMIE CO., LTD.;2136784;Tokiwa Phytochemical Co., Ltd.;Sakura-shi, Chiba;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
980;1002919;ANDOH PARACHEMIE CO., LTD.;2136787;Osaka Organic Chemical Industry Ltd;Hakusan city, Ishikawa;Japan;TMP;60071;Satoshi Inada;100287;Fumiko Nagata
981;1002919;ANDOH PARACHEMIE CO., LTD.;2136816;YamaichiChemical Industries Co.,Ltd;Ootawara-shi Tochigi;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
982;1002919;ANDOH PARACHEMIE CO., LTD.;2136858;Nobel chemical laboratory.Co.,LTD;Yao-shi, Osaka;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
983;1002919;ANDOH PARACHEMIE CO., LTD.;2136862;Beautydoor Co.,Ltd.;Tondabayashi-shi, Osaka;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
984;1002919;ANDOH PARACHEMIE CO., LTD.;2136936;Meisei Sanshou CO.,LTD. Okayama Fac;Okayama-shi, Okayama;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
985;1002919;ANDOH PARACHEMIE CO., LTD.;2136937;Oosaka Seiyaku Co.,ltd.;Iga-City,Mie;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
986;1002919;ANDOH PARACHEMIE CO., LTD.;2136986;Cosmepro.Co.,Ltd.;Yoshino-gun, Nara;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
987;1002919;ANDOH PARACHEMIE CO., LTD.;2137017;Toyo Beauty Co.,Ltd. Ueno Factory M;Iga-shi, Mie;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
988;1002919;ANDOH PARACHEMIE CO., LTD.;2137018;JO Cosmetics Co.,Ltd.;Hanyu-shi,Saitama;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
989;1002919;ANDOH PARACHEMIE CO., LTD.;2137058;Sakamoto Shouji Co.,Ltd.;Hashimoto-shi, Wakayama;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
990;1002919;ANDOH PARACHEMIE CO., LTD.;2137912;HORIKAWAKASEI CO.,LTD.;Koga-shi;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
991;1002919;ANDOH PARACHEMIE CO., LTD.;2137925;Seflor co.,ltd;Yao-shi;Japan;1,3-Butylene Glycol;60071;Satoshi Inada;100287;Fumiko Nagata
992;1002942;Song Won Industrial Co., Ltd.;2003247;Song Won Industrial Co., Ltd.;Busan;South Korea;1,3-Butylene Glycol;60191;Cedric Chua;101054;Valerie Quek
993;1002942;Song Won Industrial Co., Ltd.;2003247;Song Won Industrial Co., Ltd.;Busan;South Korea;2-Ethylhexanoic Acid;60191;Cedric Chua;101049;Binnie Ho
994;1002946;KCC CORPORATION;2003282;KCC CORPORATION;BUSAN;South Korea;1,3-Butylene Glycol;60191;Cedric Chua;101054;Valerie Quek
995;1002958;CHEONG HWA CHEMICAL CO., LTD.;2003266;CHEONG HWA CHEMICAL CO., LTD.;Ulsan;South Korea;N-Propanol;60191;Cedric Chua;101054;Valerie Quek
996;1002958;CHEONG HWA CHEMICAL CO., LTD.;2003266;CHEONG HWA CHEMICAL CO., LTD.;Ulsan;South Korea;I-Butyl Acetate;60191;Cedric Chua;101054;Valerie Quek
997;1002961;Mijung Co., Ltd.;500067;ONE TIME CUSTOMER KOREA;#;South Korea;1,3-Butylene Glycol;60191;Cedric Chua;101054;Valerie Quek
998;1002961;Mijung Co., Ltd.;500067;ONE TIME CUSTOMER KOREA;#;South Korea;TCD Alcohol;60191;Cedric Chua;101054;Valerie Quek
999;1002961;Mijung Co., Ltd.;500067;ONE TIME CUSTOMER KOREA;#;South Korea;Pelargonic Acid;60191;Cedric Chua;101054;Valerie Quek
1000;1002961;Mijung Co., Ltd.;500067;ONE TIME CUSTOMER KOREA;#;South Korea;Octylamine;60191;Cedric Chua;101054;Valerie Quek
1001;1002961;Mijung Co., Ltd.;2003270;MIJUNG CO., LTD.;BUSAN;South Korea;TMP;60191;Cedric Chua;101054;Valerie Quek
1002;1002961;Mijung Co., Ltd.;2003270;MIJUNG CO., LTD.;BUSAN;South Korea;1,3-Butylene Glycol;60191;Cedric Chua;101054;Valerie Quek
1003;1002961;Mijung Co., Ltd.;2003270;MIJUNG CO., LTD.;BUSAN;South Korea;N-Propyl Acetate;60191;Cedric Chua;101054;Valerie Quek
1004;1002961;Mijung Co., Ltd.;2003270;MIJUNG CO., LTD.;BUSAN;South Korea;TCD Alcohol;60191;Cedric Chua;101054;Valerie Quek
1005;1002961;Mijung Co., Ltd.;2003270;MIJUNG CO., LTD.;BUSAN;South Korea;Pelargonic Acid;60191;Cedric Chua;101054;Valerie Quek
1006;1002961;Mijung Co., Ltd.;2003270;MIJUNG CO., LTD.;BUSAN;South Korea;Isononanoic Acid;60191;Cedric Chua;101054;Valerie Quek
1007;1002961;Mijung Co., Ltd.;2137557;Mijung Co., Ltd;Seoul;South Korea;TCD Alcohol;60191;Cedric Chua;101054;Valerie Quek
1008;1002961;Mijung Co., Ltd.;2137557;Mijung Co., Ltd;Seoul;South Korea;Pelargonic Acid;60191;Cedric Chua;101054;Valerie Quek
1009;1002964;ASIA STABILIZERS CO., LTD.;2003275;ASIA STABILIZERS CO., LTD.;BUSAN;South Korea;Dibutylamine;60191;Cedric Chua;101049;Binnie Ho
1010;1002971;TY Total Co., Ltd.;2132146;TY Total Co., Ltd;BUSAN;South Korea;TMP;60191;Cedric Chua;101054;Valerie Quek
1011;1002971;TY Total Co., Ltd.;2132146;TY Total Co., Ltd;BUSAN;South Korea;1,3-Butylene Glycol;60191;Cedric Chua;101054;Valerie Quek
1012;1002971;TY Total Co., Ltd.;2135816;TY TOTAL CO., LTD.;Pyeongtaek;South Korea;TMP;60191;Cedric Chua;101054;Valerie Quek
1013;1002972;J CHEMICAL SUPPLY LTD.;2003291;J CHEMICAL SUPPLY LTD.;BUSAN;South Korea;1,3-Butylene Glycol;60191;Cedric Chua;101054;Valerie Quek
1014;1003063;Synthese (M) Sdn. Bhd.;2003360;Synthese (M) Sdn. Bhd.;Port Kelang, Malaysia;Malaysia;TMP;60191;Cedric Chua;101009;Ellisa Yang
1015;1003063;Synthese (M) Sdn. Bhd.;2003360;Synthese (M) Sdn. Bhd.;Port Kelang, Malaysia;Malaysia;Pelargonic Acid;60191;Cedric Chua;100909;Fiona Tan
1016;1003066;PALM-OLEO (KLANG) SDN. BHD.;2003363;PALM-OLEO (KLANG) SDN. BHD.;Port Klang;Malaysia;TMP;60191;Cedric Chua;100909;Fiona Tan
1017;1003090;Solvochem Holland BV;500045;ONE TIME CUSTOMER EGYPT;#;Egypt;TCD Alcohol;60025;Bodo Ott;101074;Gianpaolo Cecala
1018;1003090;Solvochem Holland BV;500062;ONE TIME CUSTOMER JORDANIEN;#;Jordan;3G8;60025;Bodo Ott;101074;Gianpaolo Cecala
1019;1003090;Solvochem Holland BV;500062;ONE TIME CUSTOMER JORDANIEN;#;Jordan;Oxsoft Gpo;60025;Bodo Ott;101074;Gianpaolo Cecala
1020;1003090;Solvochem Holland BV;2135808;Sidi Kerir Petrochemicals Co. (SIDP;Alexandria;Egypt;2-Ethylhexylamine;60025;Bodo Ott;101074;Gianpaolo Cecala
1021;1003090;Solvochem Holland BV;2135948;Solvochem Holland BV;Rotterdam;Netherlands;N-Butyl Acetate;60025;Bodo Ott;101074;Gianpaolo Cecala
1022;1003090;Solvochem Holland BV;2136761;Vopak Terminal Botlek;Botlek Rotterdam;Netherlands;2-Ethyl Hexanol;60025;Bodo Ott;101074;Gianpaolo Cecala
1023;1003090;Solvochem Holland BV;2137275;SH CHEMICAL FOR MANUFACTURING;Cairo - Badr city;Egypt;Oxsoft DOA;60025;Bodo Ott;101074;Gianpaolo Cecala
1024;1003129;Quaker Chemical BV;2003422;Quaker Chemical BV;Uithoorn;Netherlands;2-Ethylhexanoic Acid;60051;Johan Rinckhout;101074;Gianpaolo Cecala
1025;1003251;Brenntag Polska Sp.zo.o.;2003566;Brenntag Polska Sp.zo.o.;Kedzierzyn-Kozle;Poland;N-Propyl Acetate;60050;Christian Kneist;100091;Nicole Krawczyk
1026;1003251;Brenntag Polska Sp.zo.o.;2003566;Brenntag Polska Sp.zo.o.;Kedzierzyn-Kozle;Poland;I-Butyl Acetate;60050;Christian Kneist;100091;Nicole Krawczyk
1027;1003251;Brenntag Polska Sp.zo.o.;2003566;Brenntag Polska Sp.zo.o.;Kedzierzyn-Kozle;Poland;Propionic Acid;60050;Christian Kneist;100091;Nicole Krawczyk
1028;1003251;Brenntag Polska Sp.zo.o.;2135647;Brenntag Polska Sp.zo.o.;Tarnowo Podgórne;Poland;1,3-Butylene Glycol;60050;Christian Kneist;100091;Nicole Krawczyk
1029;1003251;Brenntag Polska Sp.zo.o.;2135647;Brenntag Polska Sp.zo.o.;Tarnowo Podgórne;Poland;N-Propanol;60050;Christian Kneist;100091;Nicole Krawczyk
1030;1003251;Brenntag Polska Sp.zo.o.;2135647;Brenntag Polska Sp.zo.o.;Tarnowo Podgórne;Poland;N-Propyl Acetate;60050;Christian Kneist;100091;Nicole Krawczyk
1031;1003251;Brenntag Polska Sp.zo.o.;2135647;Brenntag Polska Sp.zo.o.;Tarnowo Podgórne;Poland;N-Butyl Acetate;60050;Christian Kneist;100091;Nicole Krawczyk
1032;1003251;Brenntag Polska Sp.zo.o.;2135904;Brenntag Polska Sp. zo.o.;K#dzierzyn-Ko#le;Poland;2-Ethyl Hexanol;60050;Christian Kneist;100091;Nicole Krawczyk
1033;1003251;Brenntag Polska Sp.zo.o.;2135904;Brenntag Polska Sp. zo.o.;K#dzierzyn-Ko#le;Poland;N-Propyl Acetate;60050;Christian Kneist;100091;Nicole Krawczyk
1034;1003251;Brenntag Polska Sp.zo.o.;2135904;Brenntag Polska Sp. zo.o.;K#dzierzyn-Ko#le;Poland;N-Butyl Acetate;60050;Christian Kneist;100091;Nicole Krawczyk
1035;1003251;Brenntag Polska Sp.zo.o.;2135904;Brenntag Polska Sp. zo.o.;K#dzierzyn-Ko#le;Poland;Isononanoic Acid;60050;Christian Kneist;100091;Nicole Krawczyk
1036;1003262;PPG Polifarb Cieszyn S.A.;2003553;PPG Polifarb Cieszyn S.A.;Cieszyn;Poland;N-Butanol;60065;Giorgio Sassi;100091;Nicole Krawczyk
1037;1003262;PPG Polifarb Cieszyn S.A.;2003553;PPG Polifarb Cieszyn S.A.;Cieszyn;Poland;I-Butanol;60065;Giorgio Sassi;100091;Nicole Krawczyk
1038;1003262;PPG Polifarb Cieszyn S.A.;2003553;PPG Polifarb Cieszyn S.A.;Cieszyn;Poland;N-Butyl Acetate;60065;Giorgio Sassi;100091;Nicole Krawczyk
1039;1003300;Sapec Química S.A.;2003582;Sapec Química S.A.;Setubal;Portugal;N-Butyl Acetate;60055;Joan Bardina Tomas;101039;Diana Onac
1040;1003395;AstraZeneca AB;2134656;AstraZeneca AB;Södertälje;Sweden;Isopropylamine;60005;Andrew Lawson;101064;Anna-Lena Niewerth
1041;1003408;Perstorp Oxo AB;2131037;Perstorp Oxo AB;Stenungsund;Sweden;N-Butyraldehyde;60120;Patrick Klaus;101064;Anna-Lena Niewerth
1042;1003408;Perstorp Oxo AB;2131037;Perstorp Oxo AB;Stenungsund;Sweden;N-Butanol;60120;Patrick Klaus;101064;Anna-Lena Niewerth
1043;1003408;Perstorp Oxo AB;2131037;Perstorp Oxo AB;Stenungsund;Sweden;2-Ethylhexanoic Acid;60120;Patrick Klaus;101064;Anna-Lena Niewerth
1044;1003408;Perstorp Oxo AB;2134748;Noordnatie Terminals;Antwerp;Belgium;N-Butanol;60004;Rudolf Pohl;101064;Anna-Lena Niewerth
1045;1003408;Perstorp Oxo AB;2134748;Noordnatie Terminals;Antwerp;Belgium;2-Ethylhexanoic Acid;60004;Rudolf Pohl;101064;Anna-Lena Niewerth
1046;1003439;ASAHI KASEI PLASTICS SINGAPORE;2131981;ASAHI KASEI PLASTICS SINGAPORE;SINGAPORE;Singapore;Dibutylamine;60191;Cedric Chua;100909;Fiona Tan
1047;1003439;ASAHI KASEI PLASTICS SINGAPORE;2131981;ASAHI KASEI PLASTICS SINGAPORE;SINGAPORE;Singapore;N,N-Dimethylbutylami;60191;Cedric Chua;100909;Fiona Tan
1048;1003582;Soditas Solvent;500099;ONE TIME CUSTOMER TURKEY;#;Turkey;TMP;60025;Bodo Ott;100964;Yvonne Vogelsang
1049;1003582;Soditas Solvent;500099;ONE TIME CUSTOMER TURKEY;#;Turkey;N-Butyraldehyde;60025;Bodo Ott;100964;Yvonne Vogelsang
1050;1003582;Soditas Solvent;500099;ONE TIME CUSTOMER TURKEY;#;Turkey;L9-TMP;60025;Bodo Ott;100964;Yvonne Vogelsang
1051;1003582;Soditas Solvent;500099;ONE TIME CUSTOMER TURKEY;#;Turkey;3G8;60025;Bodo Ott;100964;Yvonne Vogelsang
1052;1003582;Soditas Solvent;500099;ONE TIME CUSTOMER TURKEY;#;Turkey;2-Ethylhexanoic Acid;60025;Bodo Ott;100964;Yvonne Vogelsang
1053;1003582;Soditas Solvent;500099;ONE TIME CUSTOMER TURKEY;#;Turkey;Isononanoic Acid;60025;Bodo Ott;100964;Yvonne Vogelsang
1054;1003582;Soditas Solvent;500099;ONE TIME CUSTOMER TURKEY;#;Turkey;Tributylamine;60025;Bodo Ott;100964;Yvonne Vogelsang
1055;1003582;Soditas Solvent;2003784;Soditas Solvent Dist. A.S.;Gebze Kocaeli;Turkey;TMP;60025;Bodo Ott;100964;Yvonne Vogelsang
1056;1003582;Soditas Solvent;2130838;Soditas Solvent;Kabatas - Istanbul;Turkey;Heptanoic Acid;60025;Bodo Ott;101059;Laura Couto Junqueira
1057;1003611;DEUCHEM CO., LTD.;2003827;DEUCHEM CO., LTD.;KEELUNG;Taiwan;TCD Alcohol;60009;Eddie Chen;101084;Cecilia Fock
1058;1003613;Eternal Materials Co., Ltd.;2003848;Eternal Materials Co., Ltd.;Kaohsiung;Taiwan;TCD Alcohol;60009;Eddie Chen;101084;Cecilia Fock
1059;1003614;CHANG CHUN PETROCHEMICAL CO., LTD.;2003841;CHANG CHUN PETROCHEMICAL CO., LTD.;TAICHUNG;Taiwan;3G8;60009;Eddie Chen;101084;Cecilia Fock
1060;1003614;CHANG CHUN PETROCHEMICAL CO., LTD.;2003841;CHANG CHUN PETROCHEMICAL CO., LTD.;TAICHUNG;Taiwan;Dibutylamine;60009;Eddie Chen;101084;Cecilia Fock
1061;1003623;KUO TAI RESIN INDUSTRIAL CO., LTD.;2003833;KUO TAI RESIN INDUSTRIAL CO., LTD.;KEELUNG;Taiwan;TMP;60009;Eddie Chen;100934;Jewel Chew
1062;1003647;PATECH FINE CHEMICALS CO., LTD.;2003859;Patech Fine Chemicals Co., Ltd.;Taichung;Taiwan;Heptanoic Acid;60009;Eddie Chen;101084;Cecilia Fock
1063;1003647;PATECH FINE CHEMICALS CO., LTD.;2003859;Patech Fine Chemicals Co., Ltd.;Taichung;Taiwan;Pelargonic Acid;60009;Eddie Chen;101084;Cecilia Fock
1064;1003647;PATECH FINE CHEMICALS CO., LTD.;2003859;Patech Fine Chemicals Co., Ltd.;Taichung;Taiwan;2-Ethylhexanoic Acid;60009;Eddie Chen;101084;Cecilia Fock
1065;1003647;PATECH FINE CHEMICALS CO., LTD.;2003859;Patech Fine Chemicals Co., Ltd.;Taichung;Taiwan;Isononanoic Acid;60009;Eddie Chen;101084;Cecilia Fock
1066;1003647;PATECH FINE CHEMICALS CO., LTD.;2003859;Patech Fine Chemicals Co., Ltd.;Taichung;Taiwan;Valeric Acid;60009;Eddie Chen;101084;Cecilia Fock
1067;1003665;State Plant For Chemical;2132075;State Plant for Chemical;Kharkiv;Ukraine;Isovaleric Acid;60050;Christian Kneist;100979;Christian Biegierz
1068;1003853;Sasol (USA) Corporation;2004216;Sasol (USA) Corporation;Houston;USA;N-Propyl Acetate;60174;Naoko Roth;100038;Sarah L. Sanchez
1069;1003853;Sasol (USA) Corporation;2132297;Sasol Chemicals NA LLC;Argo;USA;N-Propyl Acetate;60174;Naoko Roth;100038;Sarah L. Sanchez
1070;1003853;Sasol (USA) Corporation;2132298;SASOL CHEMICALS NA LLC;CARTERET;USA;N-Propyl Acetate;60174;Naoko Roth;100038;Sarah L. Sanchez
1071;1003853;Sasol (USA) Corporation;2132299;Sasol Chemicals NA LLC;Wilmington;USA;N-Propyl Acetate;60174;Naoko Roth;100038;Sarah L. Sanchez
1072;1003899;TEXTILE RUBBER AND CHEMICAL COMPANY;2004533;TEXTILE RUBBER AND CHEMICAL CO;DALTON;USA;Dibutylamine;60137;Bill Parker;100038;Sarah L. Sanchez
1073;1003904;Reichhold LLC 2;2004387;Reichhold LLC 2;PENSACOLA;USA;I-Butanol;60148;Tim Knight;100134;Edna Rodriguez
1074;1003904;Reichhold LLC 2;2004390;Reichhold LLC 2;VALLEY PARK;USA;1,3-Butylene Glycol;60148;Tim Knight;100134;Edna Rodriguez
1075;1003904;Reichhold LLC 2;2004390;Reichhold LLC 2;VALLEY PARK;USA;N-Propanol;60148;Tim Knight;100134;Edna Rodriguez
1076;1003904;Reichhold LLC 2;2004390;Reichhold LLC 2;VALLEY PARK;USA;N-Propyl Acetate;60148;Tim Knight;100134;Edna Rodriguez
1077;1003904;Reichhold LLC 2;2137310;Eagle Specialty Products, Inc.;Saint Louis;USA;N-Propyl Acetate;60148;Tim Knight;100134;Edna Rodriguez
1078;1003906;UNION CARBIDE CORPORATION;2003998;UNION CARBIDE CORPORATION;SOUTH CHARLESTON;USA;Pelargonic Acid;60137;Bill Parker;100103;Rachel Puente
1079;1003907;ExxonMobil Corporation;2004478;EXXON MOBIL;EDISON;USA;TMP;60137;Bill Parker;100038;Sarah L. Sanchez
1080;1003907;ExxonMobil Corporation;2132263;EXXON MOBIL;BATON ROUGE;USA;Pelargonic Acid;60137;Bill Parker;100038;Sarah L. Sanchez
1081;1003907;ExxonMobil Corporation;2132263;EXXON MOBIL;BATON ROUGE;USA;Isononanoic Acid;60137;Bill Parker;100038;Sarah L. Sanchez
1082;1003907;ExxonMobil Corporation;2132263;EXXON MOBIL;BATON ROUGE;USA;Valeric Acid;60137;Bill Parker;100038;Sarah L. Sanchez
1083;1003907;ExxonMobil Corporation;2136106;Agway Systems Inc.;Baton Rouge;USA;TMP;60137;Bill Parker;100038;Sarah L. Sanchez
1084;1003907;ExxonMobil Corporation;2136118;ExxonMobil Chemical Company;Baton Rouge;USA;Heptanoic Acid;60137;Bill Parker;100038;Sarah L. Sanchez
1085;1003907;ExxonMobil Corporation;2136118;ExxonMobil Chemical Company;Baton Rouge;USA;Isopentanoic acid;60137;Bill Parker;100038;Sarah L. Sanchez
1086;1003907;ExxonMobil Corporation;2136812;ExxonMobil Chemical;Baytown;USA;Pelargonic Acid;60137;Bill Parker;100038;Sarah L. Sanchez
1087;1003917;Kirker Enterprises, Inc.;2004551;Kirker Enterprises, Inc.;Paterson;USA;N-Butyl Acetate;60141;Jacqueline Threadgill;100113;Rebecca Stokes
1088;1003917;Kirker Enterprises, Inc.;2130516;TEVCO INC;SOUTH PLAINFIELD;USA;N-Butyl Acetate;60141;Jacqueline Threadgill;100113;Rebecca Stokes
1089;1003921;Arkema, Inc.;500103;ONE TIME CUSTOMER USA;#;USA;TCD Alcohol M;60139;Tim Rickert;100979;Christian Biegierz
1090;1003921;Arkema, Inc.;2133481;ARKEMA INC;PASADENA;USA;N-Butanol;60139;Tim Rickert;100038;Sarah L. Sanchez
1091;1003921;Arkema, Inc.;2133623;ARKEMA INC;PASADENA;USA;N-Butanol;60139;Tim Rickert;100038;Sarah L. Sanchez
1092;1003921;Arkema, Inc.;2134355;Arkema, Inc.;SEABROOK;USA;N-Butanol;60139;Tim Rickert;100038;Sarah L. Sanchez
1093;1003921;Arkema, Inc.;2134356;Arkema Inc.;Bayport;USA;2-Ethyl Hexanol;60139;Tim Rickert;100979;Christian Biegierz
1094;1003921;Arkema, Inc.;2136433;Arkema, Inc.;West Chester;USA;TMP;60141;Jacqueline Threadgill;100038;Sarah L. Sanchez
1095;1003921;Arkema, Inc.;2136433;Arkema, Inc.;West Chester;USA;TCD Alcohol M;60141;Jacqueline Threadgill;100038;Sarah L. Sanchez
1096;1003921;Arkema, Inc.;2136434;A Duie Pyle;West Chester;USA;TCD Alcohol;60141;Jacqueline Threadgill;100038;Sarah L. Sanchez
1097;1003921;Arkema, Inc.;2136435;Arkema, Inc.;Chatham;USA;TMP;60141;Jacqueline Threadgill;100038;Sarah L. Sanchez
1098;1003921;Arkema, Inc.;2136435;Arkema, Inc.;Chatham;USA;Pelargonic Acid;60141;Jacqueline Threadgill;100038;Sarah L. Sanchez
1099;1003921;Arkema, Inc.;2136713;KAO Specialties;High Point;USA;TMP;60141;Jacqueline Threadgill;100038;Sarah L. Sanchez
1100;1003921;Arkema, Inc.;2136726;Solvay USA (Arkema);Pasadena;USA;TMP;60141;Jacqueline Threadgill;100038;Sarah L. Sanchez
1101;1003921;Arkema, Inc.;2136802;Milliken Chemicals;Inman;USA;TMP;60141;Jacqueline Threadgill;100038;Sarah L. Sanchez
1102;1003921;Arkema, Inc.;2137185;Arkema Inc.;Seabrook;USA;2-Ethyl Hexanol;60139;Tim Rickert;100038;Sarah L. Sanchez
1103;1003921;Arkema, Inc.;2137185;Arkema Inc.;Seabrook;USA;2-Ethyl Hexanol;60139;Tim Rickert;100979;Christian Biegierz
1104;1003935;The Hallstar Company;2004875;The Hallstar Company;Chicago;USA;1,3-Butylene Glycol;60164;Caleb Johnson;100113;Rebecca Stokes
1105;1003935;The Hallstar Company;2004875;The Hallstar Company;Chicago;USA;Neopentyl Glycol;60164;Caleb Johnson;100113;Rebecca Stokes
1106;1003935;The Hallstar Company;2004875;The Hallstar Company;Chicago;USA;2-Ethylhexanoic Acid;60164;Caleb Johnson;100113;Rebecca Stokes
1107;1003935;The Hallstar Company;2004875;The Hallstar Company;Chicago;USA;Isononanoic Acid;60164;Caleb Johnson;100113;Rebecca Stokes
1108;1003936;The Lubrizol Corporation;2004693;THE LUBRIZOL CORPORATION;PAINESVILLE;USA;Heptanoic Acid;60139;Tim Rickert;100134;Edna Rodriguez
1109;1003936;The Lubrizol Corporation;2004693;THE LUBRIZOL CORPORATION;PAINESVILLE;USA;Pelargonic Acid;60139;Tim Rickert;100134;Edna Rodriguez
1110;1003936;The Lubrizol Corporation;2004693;THE LUBRIZOL CORPORATION;PAINESVILLE;USA;Isononanoic Acid;60139;Tim Rickert;100134;Edna Rodriguez
1111;1003936;The Lubrizol Corporation;2004693;THE LUBRIZOL CORPORATION;PAINESVILLE;USA;Di 2 Ethylhexylamine;60139;Tim Rickert;100134;Edna Rodriguez
1112;1003944;NALCO COMPANY;2137676;Nalco Company;Fresno;USA;2-Ethylhexylamine;60137;Bill Parker;100038;Sarah L. Sanchez
1113;1003948;STEPAN COMPANY INC;2004548;Stepan Company Inc.;Maywood;USA;TMP;60164;Caleb Johnson;100103;Rachel Puente
1114;1003948;STEPAN COMPANY INC;2004548;Stepan Company Inc.;Maywood;USA;Heptanoic Acid;60164;Caleb Johnson;100103;Rachel Puente
1115;1003948;STEPAN COMPANY INC;2004548;Stepan Company Inc.;Maywood;USA;Pelargonic Acid;60164;Caleb Johnson;100103;Rachel Puente
1116;1003948;STEPAN COMPANY INC;2004548;Stepan Company Inc.;Maywood;USA;2-Ethylhexylamine;60164;Caleb Johnson;100103;Rachel Puente
1117;1003948;STEPAN COMPANY INC;2077122;ADVANCED POLYMERS TECHNOLOGY;Harmony;USA;TMP;60164;Caleb Johnson;100103;Rachel Puente
1118;1003948;STEPAN COMPANY INC;2135228;Stepan Company Inc.;Columbus;USA;TMP;60164;Caleb Johnson;100103;Rachel Puente
1119;1003948;STEPAN COMPANY INC;2135228;Stepan Company Inc.;Columbus;USA;1,3-Butylene Glycol;60164;Caleb Johnson;100103;Rachel Puente
1120;1003954;BRENNTAG PACIFIC, INC.;2132332;Brenntag Pacific, Inc.;Idaho Falls;USA;1,3-Butylene Glycol;60148;Tim Knight;100070;Randal Hunter
1121;1003954;BRENNTAG PACIFIC, INC.;2135629;Brenntag Pacific, Inc.;Salt Lake City;USA;1,3-Butylene Glycol;60148;Tim Knight;100070;Randal Hunter
1122;1003954;BRENNTAG PACIFIC, INC.;2135629;Brenntag Pacific, Inc.;Salt Lake City;USA;Pelargonic Acid;60148;Tim Knight;100070;Randal Hunter
1123;1003954;BRENNTAG PACIFIC, INC.;2136210;Brenntag Pacific, Inc.;Santa Fe Springs;USA;1,3-Butylene Glycol;60148;Tim Knight;100070;Randal Hunter
1124;1003954;BRENNTAG PACIFIC, INC.;2136210;Brenntag Pacific, Inc.;Santa Fe Springs;USA;N-Butyl Acetate;60148;Tim Knight;100070;Randal Hunter
1125;1003954;BRENNTAG PACIFIC, INC.;2136773;Brenntag Pacific, Inc.;Fresno;USA;Sodium Form TMP;60148;Tim Knight;100070;Randal Hunter
1126;1003957;Gage Products Company Inc.;2004382;Gage Products Company Inc.;Ferndale;USA;N-Butyl Acetate;60141;Jacqueline Threadgill;100103;Rachel Puente
1127;1003966;Ecolab Inc.;2004606;Ecolab, Inc.;Joliet;USA;Pelargonic Acid;60137;Bill Parker;100038;Sarah L. Sanchez
1128;1003966;Ecolab Inc.;2004955;Ecolab Inc.;MCDONOUGH;USA;Pelargonic Acid;60137;Bill Parker;100038;Sarah L. Sanchez
1129;1003966;Ecolab Inc.;2072889;Ecolab Inc.;City of Industry;USA;Pelargonic Acid;60137;Bill Parker;100038;Sarah L. Sanchez
1130;1003966;Ecolab Inc.;2072929;Ecolab, Inc.;Martinsburg;USA;Pelargonic Acid;60137;Bill Parker;100038;Sarah L. Sanchez
1131;1003966;Ecolab Inc.;2075444;ECOLAB INC;EAGAN;USA;Pelargonic Acid;60137;Bill Parker;100038;Sarah L. Sanchez
1132;1003976;GEORGE S COYNE CHEMICAL CO;2136215;George S Coyne Chemical Company;Croydon;USA;I-Butyl Acetate;60141;Jacqueline Threadgill;100113;Rebecca Stokes
